id,name,description,descriptionHTML,mail,website,instagramHandle,facebookHandle,twitterHandle,linkedinHandle,discordLink,telegramLink,youtubeChannel,tiktokHandle,Social,Treffen,Adresse,Anmerkungen
FSInformatik,Fachschaft Informatik,"Wir, die aktive Fachschaft Informatik, heißen Euch herzlich im Studiengang willkommen. Dabei sind wir die studentische Instanz, die Euch durch das Studium begleiten wird und der direkteste Kanal zum Fachbereich inkl. Professoren ist. Das zum einen auf politischer Ebene innerhalb der Uni, aber auch bei Problemen mit dem Studium.
Wir sind, was jegliche Probleme mit dem Studium angeht, Euer Ansprechpartner und können Euch entweder direkt helfen oder Euch an die entsprechende Stelle weiterleiten. Habt keine Scheu, zu fragen. Eine weitere Aufgabe, die wir als Fachschaft übernehmen, ist, immer wieder coole Aktionen zu organisieren, seien es Spieleabende, Grill- oder Glühweinfeiern oder die Erstihütte. 

Wer sich an der aktiven Fachschaft beteiligen möchte, kann gerne in unsere wöchentlichen Sitzungen kommen (Termin auf der Website), dort seid Ihr immer herzlich willkommen. Natürlich könnt Ihr auch einfach auf ein kühles Getränk und nette und informative Gespräche vorbeikommen. Wir freuen uns auf Euch! Für mehr Informationen schaut doch auf der Homepage der FS Informatik vorbei.

","<p>Wir, die aktive Fachschaft Informatik, heißen Euch herzlich im Studiengang willkommen. Dabei sind wir die studentische Instanz, die Euch durch das Studium begleiten wird und der direkteste Kanal zum Fachbereich inkl. Professoren ist. Das zum einen auf politischer Ebene innerhalb der Uni, aber auch bei Problemen mit dem Studium. Wir sind, was jegliche Probleme mit dem Studium angeht, Euer Ansprechpartner und können Euch entweder direkt helfen oder Euch an die entsprechende Stelle weiterleiten. Habt keine Scheu, zu fragen. Eine weitere Aufgabe, die wir als Fachschaft übernehmen, ist, immer wieder coole Aktionen zu organisieren, seien es Spieleabende, Grill- oder Glühweinfeiern oder die Erstihütte.</p>
<p>Wer sich an der aktiven Fachschaft beteiligen möchte, kann gerne in unsere wöchentlichen Sitzungen kommen (Termin auf der Website), dort seid Ihr immer herzlich willkommen. Natürlich könnt Ihr auch einfach auf ein kühles Getränk und nette und informative Gespräche vorbeikommen. Wir freuen uns auf Euch! Für mehr Informationen schaut doch auf der Homepage der FS Informatik vorbei.</p>
",fachschaft.informatik@uni-konstanz.de,https://www.fachschaft.inf.uni-konstanz.de/,https://www.instagram.com/fs.inf/,,,,https://discord.gg/uzXpc9u,,,,,,,Warum ist unsere Website die hässlichste xD
FSMathematik,Fachschaft Mathematik,"Wir sind eine kleine Gruppe von Studierenden, die sich für die Interessen der Studierenden unseres Fachbereichs einsetzt. Außerdem organisieren wir Feste und Exkursionen, stellen Prüfungsprotokolle zur Verfügung, vertreten euch in Gremien und versuchen euch stets in allen Belangen des Studiums zur Seite zu stehen.

### Hilbertraum F401
In unserem Fachschaftsraum finden die offiziellen Fachschaftssitzungen statt. Jede:r Mathestudi kann gerne vorbeikommen und sich aktiv in die Fachschaftsarbeit einbringen. Wir freuen uns sehr über alle, die das Mathestudium an der Uni Konstanz mitgestalten möchten. Die Tür ist meistens geöffnet: Der Hilbertraum bietet nämlich zahlreiche Annehmlichkeiten:
Es gibt (manchmal) Eis, Schokolade und Bier zum Selbstkostenpreis (nur solange der Vorrat reicht!). Weiter haben wir eine Mikrowelle, ein bequemes Sofa und interessante Gespräche zu bieten.

Vorbeischauen lohnt sich also! Wir geben am Anfang des Semesters den Termin für unsere Sitzung bekannt, schaut gerne vorbei. Wir freuen uns auf euch! Eure Fachschaft Mathematik.","<p>Wir sind eine kleine Gruppe von Studierenden, die sich für die Interessen der Studierenden unseres Fachbereichs einsetzt. Außerdem organisieren wir Feste und Exkursionen, stellen Prüfungsprotokolle zur Verfügung, vertreten euch in Gremien und versuchen euch stets in allen Belangen des Studiums zur Seite zu stehen.</p>
<h3 id=""hilbertraum-f401"">Hilbertraum F401</h3>
<p>In unserem Fachschaftsraum finden die offiziellen Fachschaftssitzungen statt. Jede:r Mathestudi kann gerne vorbeikommen und sich aktiv in die Fachschaftsarbeit einbringen. Wir freuen uns sehr über alle, die das Mathestudium an der Uni Konstanz mitgestalten möchten. Die Tür ist meistens geöffnet: Der Hilbertraum bietet nämlich zahlreiche Annehmlichkeiten: Es gibt (manchmal) Eis, Schokolade und Bier zum Selbstkostenpreis (nur solange der Vorrat reicht!). Weiter haben wir eine Mikrowelle, ein bequemes Sofa und interessante Gespräche zu bieten.</p>
<p>Vorbeischauen lohnt sich also! Wir geben am Anfang des Semesters den Termin für unsere Sitzung bekannt, schaut gerne vorbei. Wir freuen uns auf euch! Eure Fachschaft Mathematik.</p>
",fachschaft.mathematik@uni-konstanz.de,https://www.mathematik.uni-konstanz.de/fachschaft/,https://www.instagram.com/fsmathe_uni_konstanz/,,,,,,,,,,,
FSPhysik,Fachschaft Physik,"Ihr seid herzlich willkommen!

Die Fachschaft beinhaltet alle Physikstudierenden. Wenn ihr Lust habt euch aktiv in Uni-Politik einzumischen und Aktionen zu planen, seid ihr in der aktiven Fachschaft genau richtig.

Fachschaftsarbeit ist eine abwechslungsreiche Sache, bei der man mehr vom Fachbereich mitkriegt, als wenn man nur die obligatorischen Vorlesungen und Übungen besucht - neue Gesichter sind immer gern gesehen! Außerdem ist die Fachschaft natürlich nicht nur Arbeit. Die Fachschaffenden sind eine nette Truppe von Studierenden aus den verschiedensten Semestern, die sich auch privat treffen, um gemeinsam ein wenig Spaß in der Freizeit zu haben.

Zentrale Anlaufstelle ist unser Fachschaftsraum P626, das ""Atomic Café"". Unsere Fachschaftssitzungen finden immer montags um 17:00 statt, dieses Semester treffen wir uns in P1138.","<p>Ihr seid herzlich willkommen!</p>
<p>Die Fachschaft beinhaltet alle Physikstudierenden. Wenn ihr Lust habt euch aktiv in Uni-Politik einzumischen und Aktionen zu planen, seid ihr in der aktiven Fachschaft genau richtig.</p>
<p>Fachschaftsarbeit ist eine abwechslungsreiche Sache, bei der man mehr vom Fachbereich mitkriegt, als wenn man nur die obligatorischen Vorlesungen und Übungen besucht - neue Gesichter sind immer gern gesehen! Außerdem ist die Fachschaft natürlich nicht nur Arbeit. Die Fachschaffenden sind eine nette Truppe von Studierenden aus den verschiedensten Semestern, die sich auch privat treffen, um gemeinsam ein wenig Spaß in der Freizeit zu haben.</p>
<p>Zentrale Anlaufstelle ist unser Fachschaftsraum P626, das Atomic Café. Unsere Fachschaftssitzungen finden immer montags um 17:00 statt, dieses Semester treffen wir uns in P1138.</p>
",fachschaft.physik@uni-konstanz.de,https://fachschaft.physik.uni-konstanz.de/,,,,,https://discord.com/invite/aJHxaGN7qP,,,,,,,
FSPsychologie,Fachschaft Psychologie,"Wir, die Fachschaft Psychologie, sind eine Gruppe von Psychologiestudierenden, die sich wöchentlich trifft, sich für die Interessen aller „Psychos“ in Konstanz einsetzt und die Wichtigkeit des studentischen Mitspracherechts hochhält. In unserem Fachschaftsraum C501 bekommst du Rat bei Planlosigkeit, Tipps, Skripte und vieles mehr für ein erfolgreiches Studium.
Wir sind nicht gewählt und immer offen für alle, die selbst hinter die Kulissen des Fachbereichs schauen wollen und beim Planen von verschiedenen Aktionen mithelfen möchten. Du hast Lust, uns kennenzulernen? Am Anfang des Semesters werden wir eine Open House Sitzung veranstalten, in der du einfach mal reinschnuppern kannst. Den Termin geben wir rechtzeitig über Insta, WhatsApp und unsere Website bekannt.","<p>Wir, die Fachschaft Psychologie, sind eine Gruppe von Psychologiestudierenden, die sich wöchentlich trifft, sich für die Interessen aller „Psychos“ in Konstanz einsetzt und die Wichtigkeit des studentischen Mitspracherechts hochhält. In unserem Fachschaftsraum C501 bekommst du Rat bei Planlosigkeit, Tipps, Skripte und vieles mehr für ein erfolgreiches Studium. Wir sind nicht gewählt und immer offen für alle, die selbst hinter die Kulissen des Fachbereichs schauen wollen und beim Planen von verschiedenen Aktionen mithelfen möchten. Du hast Lust, uns kennenzulernen? Am Anfang des Semesters werden wir eine Open House Sitzung veranstalten, in der du einfach mal reinschnuppern kannst. Den Termin geben wir rechtzeitig über Insta, WhatsApp und unsere Website bekannt.</p>
",fachschaft.psychologie@uni-konstanz.de,https://www.psychologie.uni-konstanz.de/fachbereich/fachschaft-psychologie/,https://www.instagram.com/fs.psy.kn/,,,,https://discord.gg/ZxjpvVa,,,,,,,
FSGeschichte,Fachschaft Geschichte,"### Wer sind wir?
Im Grunde gehören alle Studierenden des Fachs Geschichte zur Fachschaft! Im engeren Rahmen sind wir jedoch die, die sich aktiv für alle Geschichtsstudierenden universitätsweit engagieren und die ein oder andere Veranstaltung organisieren.

### Was machen wir?
Wir beschäftigen uns mit Angelegenheiten, die in engem Zusammenhang mit unserem Fach stehen. Wenn zum Beispiel neue Prüfungsordnungen erarbeitet werden, ist es Aufgabe der Fachschaft, dabei die studentischen Belange zu vertreten. Wir sind bei Historikerversammlungen vertreten, unterstützen Exkursionen und Seminare finanziell mit und stehen im engen Kontakt mit dem Fachbereich. Zusätzlich dienen wir euch als Ansprechpartner\*innen bei Fragen und Problemen. Außerdem organisieren wir Ersti-Einführungen, Ersti-Hütten, Weihnachts- und Grillfeiern und den Historikerstammtisch.

Die Termine der Fachschaftssitzungen und viele weitere Informationen findet ihr entweder auf unserer Homepage oder auf Instagram. Kommt gerne in F362 vorbei, um uns und unsere Arbeit kennenzulernen!","<h3 id=""wer-sind-wir"">Wer sind wir?</h3>
<p>Im Grunde gehören alle Studierenden des Fachs Geschichte zur Fachschaft! Im engeren Rahmen sind wir jedoch die, die sich aktiv für alle Geschichtsstudierenden universitätsweit engagieren und die ein oder andere Veranstaltung organisieren.</p>
<h3 id=""was-machen-wir"">Was machen wir?</h3>
<p>Wir beschäftigen uns mit Angelegenheiten, die in engem Zusammenhang mit unserem Fach stehen. Wenn zum Beispiel neue Prüfungsordnungen erarbeitet werden, ist es Aufgabe der Fachschaft, dabei die studentischen Belange zu vertreten. Wir sind bei Historikerversammlungen vertreten, unterstützen Exkursionen und Seminare finanziell mit und stehen im engen Kontakt mit dem Fachbereich. Zusätzlich dienen wir euch als Ansprechpartner*innen bei Fragen und Problemen. Außerdem organisieren wir Ersti-Einführungen, Ersti-Hütten, Weihnachts- und Grillfeiern und den Historikerstammtisch.</p>
<p>Die Termine der Fachschaftssitzungen und viele weitere Informationen findet ihr entweder auf unserer Homepage oder auf Instagram. Kommt gerne in F362 vorbei, um uns und unsere Arbeit kennenzulernen!</p>
",fs.geschichte@uni-konstanz.de,https://www.geschichte.uni-konstanz.de/fach/fachschaft/,https://www.instagram.com/fs.geschichte.kn,,,,,,,,,,,
FSLitLing,"Fachschaft Literatur-, Kunst-, Medienwissenschaft und Linguistik","Liebe Studis, wir, die Fachschaft LitLing, freuen uns, euch an der Universität Konstanz begrüßen zu dürfen! Unsere Fachschaft besteht aus Studierenden der beiden Fachbereiche Sprachwissenschaft
und Literaturwissenschaft (zu der auch alle LKMler\*innen gehören) und vielen weiteren kleinen Studiengängen – wir sind also ein bunter Haufen! :)
Wir vertreten eure Interessen gegenüber den Fachbereichen oder auch anderen Einrichtungen der Universität. Darüber hinaus organisieren wir für euch verschiedene Veranstaltungen während des Semesters, wie beispielsweise Partys, Kuchenverkäufe, Picknicks im Park, oder Stammtische. Gerne heißen wir euch auch zu unseren wöchentlichen Fachschaftssitzungen in H282 willkommen. Wir freuen uns immer über neue Gesichter – also kommt gerne vorbei! Wir freuen uns auf euch!

Weitere Informationen findet ihr auf unserer Fachschaftshomepage oder Instagram-Seite.","<p>Liebe Studis, wir, die Fachschaft LitLing, freuen uns, euch an der Universität Konstanz begrüßen zu dürfen! Unsere Fachschaft besteht aus Studierenden der beiden Fachbereiche Sprachwissenschaft und Literaturwissenschaft (zu der auch alle LKMler*innen gehören) und vielen weiteren kleinen Studiengängen – wir sind also ein bunter Haufen! :) Wir vertreten eure Interessen gegenüber den Fachbereichen oder auch anderen Einrichtungen der Universität. Darüber hinaus organisieren wir für euch verschiedene Veranstaltungen während des Semesters, wie beispielsweise Partys, Kuchenverkäufe, Picknicks im Park, oder Stammtische. Gerne heißen wir euch auch zu unseren wöchentlichen Fachschaftssitzungen in H282 willkommen. Wir freuen uns immer über neue Gesichter – also kommt gerne vorbei! Wir freuen uns auf euch!</p>
<p>Weitere Informationen findet ihr auf unserer Fachschaftshomepage oder Instagram-Seite.</p>
",fs-litling@uni-konstanz.de,https://www.ling.uni-konstanz.de/fachschaft/,https://www.instagram.com/fs.litling.konstanz/,https://www.facebook.com/FSLitLing/,,,,,,,,,,
FSPhilosophie,Fachschaft Philosophie,"Die Studienfachschaft Philosophie ist die studentische Vertretung aller Philosophie-studierender der Universität Konstanz. Sie vertritt die Meinungen der Philosophiestudierenden in universitären Gremien und innerhalb der Verfassten Studierendenschaft der Universität Konstanz.

### Aufgaben:
1. Die Studienfachschaft Philosophie entsendet studentische Vertreter*innen in die universitären Gremien.
2. Die Studienfachschaft Philosophie entscheidet über die Verwendung ihres Anteils der studentischen Qualitätssicherungsmittel.
3. Die Studienfachschaft Philosophie veranstaltet Weihnachtsfeiern, Verkäufe, Fachschaftspartys und andere zerstreuende Aktivitäten.
4. Die Studienfachschaft Philosophie steht allen Studierenden der Philosophie bei allen studienrelevanten Angelegenheiten zur Seite.","<p>Die Studienfachschaft Philosophie ist die studentische Vertretung aller Philosophie-studierender der Universität Konstanz. Sie vertritt die Meinungen der Philosophiestudierenden in universitären Gremien und innerhalb der Verfassten Studierendenschaft der Universität Konstanz.</p>
<h3 id=""aufgaben"">Aufgaben:</h3>
<ol type=""1"">
<li>Die Studienfachschaft Philosophie entsendet studentische Vertreter*innen in die universitären Gremien.</li>
<li>Die Studienfachschaft Philosophie entscheidet über die Verwendung ihres Anteils der studentischen Qualitätssicherungsmittel.</li>
<li>Die Studienfachschaft Philosophie veranstaltet Weihnachtsfeiern, Verkäufe, Fachschaftspartys und andere zerstreuende Aktivitäten.</li>
<li>Die Studienfachschaft Philosophie steht allen Studierenden der Philosophie bei allen studienrelevanten Angelegenheiten zur Seite.</li>
</ol>
",fs-philosophie@uni-konstanz.de,https://www.philosophie.uni-konstanz.de/fachbereich/fachschaft/die-studienfachschaft-philosophie/,https://www.instagram.com/fsphilosophie_unikn/,https://www.facebook.com/groups/193666657435364,,,,,,,,,,
FSSoziologie,Fachschaft Soziologie,"Hallo liebe Studis, wir, die Fachschaft Soziologie, möchten uns vorstellen und euch ganz herzlich zu unseren Treffen einladen. Wir kommen jeden Montag um 18:45 Uhr, meistens in unserem Fachschaftsraum (Raum F543) oder auch mal bei schönem Wetter im Unibiergarten, für unsere wöchentlichen Sitzungen zusammen. 

Unsere Aufgaben sind unter anderem Partys, Grillen, Ausflüge und Hütten zu organisieren, Evaluationen auszuwerten, über Gremien zu sprechen und Anliegen anderer Student:innen und/oder Dozent:innen zu bereden. Danach sitzen wir meist noch gemütlich zusammen und lassen die Seele baumeln. Dabei kann man super mit anderen Student\*innen aus unterschiedlichen Semestern connecten. Auch unser Maskottchen, der Brock, ist immer dabei. Die Fachschaft Soziologie ist außerdem bekannt für ihre bombastischen Partys, ihre Offenheit und ihre inklusive Art. Bei uns findet man Freund:innen fürs Leben, ihr erfahrt immer die neuesten Insider-Infos und habt die Möglichkeit, aktiv euer Student\*innenleben an der Uni mitzugestalten. 

Jeder ist bei uns willkommen, wir freuen uns immer über neue Gesichter! Egal in welchem Semester du bist, trau dich und schau doch gerne mal bei uns während einer Sitzung vorbei! Liebe geht raus! Wir haben Brock, euch kennenzulernen.","<p>Hallo liebe Studis, wir, die Fachschaft Soziologie, möchten uns vorstellen und euch ganz herzlich zu unseren Treffen einladen. Wir kommen jeden Montag um 18:45 Uhr, meistens in unserem Fachschaftsraum (Raum F543) oder auch mal bei schönem Wetter im Unibiergarten, für unsere wöchentlichen Sitzungen zusammen.</p>
<p>Unsere Aufgaben sind unter anderem Partys, Grillen, Ausflüge und Hütten zu organisieren, Evaluationen auszuwerten, über Gremien zu sprechen und Anliegen anderer Student:innen und/oder Dozent:innen zu bereden. Danach sitzen wir meist noch gemütlich zusammen und lassen die Seele baumeln. Dabei kann man super mit anderen Student*innen aus unterschiedlichen Semestern connecten. Auch unser Maskottchen, der Brock, ist immer dabei. Die Fachschaft Soziologie ist außerdem bekannt für ihre bombastischen Partys, ihre Offenheit und ihre inklusive Art. Bei uns findet man Freund:innen fürs Leben, ihr erfahrt immer die neuesten Insider-Infos und habt die Möglichkeit, aktiv euer Student*innenleben an der Uni mitzugestalten.</p>
<p>Jeder ist bei uns willkommen, wir freuen uns immer über neue Gesichter! Egal in welchem Semester du bist, trau dich und schau doch gerne mal bei uns während einer Sitzung vorbei! Liebe geht raus! Wir haben Brock, euch kennenzulernen.</p>
",fachschaft.soziologie@uni-konstanz.de,https://www.soziologie.uni-konstanz.de/fach/fachschaftsoziologie/,https://www.instagram.com/fachschaft.soziologie/,http://www.facebook.com/SoziologieKonstanz,,,,,,,,,,
FSSport,Fachschaft Sportwissenschaften,"Wir, die Fachschaft Sport, sind eine Gruppe von ca. 25 Sportstudierenden. Wir vertreten die Interessen und Wünsche der gesamten Sportstudierendenschaft und setzen uns aktiv für die Verbesserung der Lehre und des gesamten Studienangebotes ein. Dabei sind wir im engen Kontakt und Austausch mit sowohl den Studierenden, als auch Dozierenden, Professor\*Innen oder Tutor\*Innen. Durch dieses Miteinander versuchen wir gemeinsam die Qualität der Lehre zu verbessern. Damit dies möglich ist, sind wir natürlich auf die Anregungen unserer Kommiliton\*Innen angewiesen, deren Meinung uns wichtig ist und wir vertreten.","<p>Wir, die Fachschaft Sport, sind eine Gruppe von ca. 25 Sportstudierenden. Wir vertreten die Interessen und Wünsche der gesamten Sportstudierendenschaft und setzen uns aktiv für die Verbesserung der Lehre und des gesamten Studienangebotes ein. Dabei sind wir im engen Kontakt und Austausch mit sowohl den Studierenden, als auch Dozierenden, Professor*Innen oder Tutor*Innen. Durch dieses Miteinander versuchen wir gemeinsam die Qualität der Lehre zu verbessern. Damit dies möglich ist, sind wir natürlich auf die Anregungen unserer Kommiliton*Innen angewiesen, deren Meinung uns wichtig ist und wir vertreten.</p>
",fachschaft.sport@uni-konstanz.de,https://www.sportwissenschaft.uni-konstanz.de/fach/fachschaft/,https://www.instagram.com/fachschaftsportkn,https://www.facebook.com/FACHSCHAFT-SPORT-Universit%C3%A4t-Konstanz-170151296421277/,,,,,,,,,,
FSJura,Fachschaft Jura,"Wir sind eine lustige, mehr oder weniger motivierte und zielstrebige Truppe Jurastudierender, die sich neben dem Studium für die Belange der Studierenden im Fachbereich einsetzt und den Erstis den Studienstart erleichtert. Wir mischen überall ein bisschen mit und stellen traditionell die Vertretung in den offiziellen Gremien des Fachbereichs und der Sektion, sowie in den Organen der StuVe. Zum Studienstart gibts bei uns alles, von Erstihütte über Erstiwoche, einem Fußballverein bis zu den Jura Partys und sonst ist bei uns sowieso immer irgendwas los.
In Fachschaftszimmer C440 bieten wir dir alles, was du für ein erfolgreiches Studium brauchst: Kaffee, Klausurensammlungen, Prüfungsprotokolle, Lehrbücher und natürlich stehen wir dir individuell mit Rat und Tat zur Seite. Komm einfach mal zu unseren Präsenzzeiten oder zur wöchentlichen Sitzung vorbei! (wann das genau ist, steht bei uns auf Instagram)

Wir suchen dich zur Verstärkung unseres Teams! Du bist engagiert bis lässig, ehrgeizig bis leichtherzig, studierst Jura, bist motiviert und willst neue Leute kennenlernen? Dazu übernimmst du auch gerne mal Verantwortung? Dann bist du bei uns genau richtig! Wir bieten dir Kontakt zu höheren Semestern und einen sinnvollen Ausgleich zum §en-Büffeln. Der Arbeitsumfang beträgt 0-1440 Minuten pro Tag. Wenn du sonst Fragen hast, schreib uns gerne per Mail oder Instagram!","<p>Wir sind eine lustige, mehr oder weniger motivierte und zielstrebige Truppe Jurastudierender, die sich neben dem Studium für die Belange der Studierenden im Fachbereich einsetzt und den Erstis den Studienstart erleichtert. Wir mischen überall ein bisschen mit und stellen traditionell die Vertretung in den offiziellen Gremien des Fachbereichs und der Sektion, sowie in den Organen der StuVe. Zum Studienstart gibts bei uns alles, von Erstihütte über Erstiwoche, einem Fußballverein bis zu den Jura Partys und sonst ist bei uns sowieso immer irgendwas los. In Fachschaftszimmer C440 bieten wir dir alles, was du für ein erfolgreiches Studium brauchst: Kaffee, Klausurensammlungen, Prüfungsprotokolle, Lehrbücher und natürlich stehen wir dir individuell mit Rat und Tat zur Seite. Komm einfach mal zu unseren Präsenzzeiten oder zur wöchentlichen Sitzung vorbei! (wann das genau ist, steht bei uns auf Instagram)</p>
<p>Wir suchen dich zur Verstärkung unseres Teams! Du bist engagiert bis lässig, ehrgeizig bis leichtherzig, studierst Jura, bist motiviert und willst neue Leute kennenlernen? Dazu übernimmst du auch gerne mal Verantwortung? Dann bist du bei uns genau richtig! Wir bieten dir Kontakt zu höheren Semestern und einen sinnvollen Ausgleich zum §en-Büffeln. Der Arbeitsumfang beträgt 0-1440 Minuten pro Tag. Wenn du sonst Fragen hast, schreib uns gerne per Mail oder Instagram!</p>
",fachschaft.jura@uni-konstanz.de,https://www.jura.uni-konstanz.de/fachschaft/,https://www.instagram.com/fachschaftjuraunikonstanz,https://www.facebook.com/fachschaftjura.konstanz,,,,,,,,,,
FSPolVer,Fachschaft Politik- & Verwaltungswissenschaft,"Hallo! Wir, die Fachschaft PolVer, möchten euch herzlich willkommen heißen. Als studentische Vertretung des Fachbereichs Politik- und Verwaltungswissenschaft an der Universität Konstanz, stehen wir euch bei jeglichen Anliegen rund ums Studium und das Leben in Konstanz gerne zur Seite. Unser Hauptziel ist es, eure Interessen zu vertreten und wichtige Entscheidungen zu beeinflussen, sei es in Bezug auf das Lehrprogramm, die Prüfungsordnung oder die Besetzung neuer Lehrstühle.

Neben unseren offiziellen Aufgaben organisieren wir auch viele Partys und Freizeitveranstaltungen für euch. Von Blutspendenaktionen bis hin zu Bierpong-Turnieren ist für jeden etwas dabei. In unserem Fachschaftszimmer in D310 könnt ihr euch zwischen anstrengenden Bib-Sessions entspannen und euch in dem ein oder anderen Tischkicker-Duell messen.

Komm gerne vorbei und schließ dich uns an. Wir versprechen dir, dass deine Zeit in Konstanz unvergesslich wird!

Für mehr Infos schau auf der Homepage der FS PolVer vorbei.

","<p>Hallo! Wir, die Fachschaft PolVer, möchten euch herzlich willkommen heißen. Als studentische Vertretung des Fachbereichs Politik- und Verwaltungswissenschaft an der Universität Konstanz, stehen wir euch bei jeglichen Anliegen rund ums Studium und das Leben in Konstanz gerne zur Seite. Unser Hauptziel ist es, eure Interessen zu vertreten und wichtige Entscheidungen zu beeinflussen, sei es in Bezug auf das Lehrprogramm, die Prüfungsordnung oder die Besetzung neuer Lehrstühle.</p>
<p>Neben unseren offiziellen Aufgaben organisieren wir auch viele Partys und Freizeitveranstaltungen für euch. Von Blutspendenaktionen bis hin zu Bierpong-Turnieren ist für jeden etwas dabei. In unserem Fachschaftszimmer in D310 könnt ihr euch zwischen anstrengenden Bib-Sessions entspannen und euch in dem ein oder anderen Tischkicker-Duell messen.</p>
<p>Komm gerne vorbei und schließ dich uns an. Wir versprechen dir, dass deine Zeit in Konstanz unvergesslich wird!</p>
<p>Für mehr Infos schau auf der Homepage der FS PolVer vorbei.</p>
",fachschaft.politik-verwaltung@uni-konstanz.de,https://www.polver.uni-konstanz.de/fachbereich/fachschaft/,https://www.instagram.com/fs_polver/,https://www.facebook.com/PolVerKN/,,,,,,,,,,
FSWiWi,Fachschaft Wirtschaftswissenschaften,"Die Fachschaft Wirtschaftswissenschaften heißt euch herzlich willkommen an der Universität Konstanz! Wir sind eine Vereinigung engagierter WiWi-Studierender, die sich aktiv für die Verbesserung der Lehre und des Studienangebots einsetzt, indem wir die Interessen der Studierenden im engen Austausch mit der Uni vertreten. Außerdem veranstalten Wir veranstalten viele Events wie die legendäre WiWi-Party oder fordern andere Fachschaften zu einem Flunkyball-Turnier heraus. Um allen WiWi’s den Studienstart zu erleichtern, organisieren wir wie jedes Jahr eine Orientierungsphase! Diese umfasst die traditionellen mit Ersti-Hütten und Ersti-Woche. Dort lernt ihr eure zukünftigen Kommilitonen und Konstanz kennen. Wenn ihr nichts verpassen wollt, dann folgt uns auf Instagram (fachschaft.wiwi)!

Falls ihr Lust habt euch ebenfalls zu engagieren, neue Erfahrungen zu sammeln und mit höheren Semestern in Kontakt zu kommen, dann seid ihr herzlich in der Fachschaft und zu unseren Fachschaftssitzungen während des Semesters willkommen!","<p>Die Fachschaft Wirtschaftswissenschaften heißt euch herzlich willkommen an der Universität Konstanz! Wir sind eine Vereinigung engagierter WiWi-Studierender, die sich aktiv für die Verbesserung der Lehre und des Studienangebots einsetzt, indem wir die Interessen der Studierenden im engen Austausch mit der Uni vertreten. Außerdem veranstalten Wir veranstalten viele Events wie die legendäre WiWi-Party oder fordern andere Fachschaften zu einem Flunkyball-Turnier heraus. Um allen WiWi’s den Studienstart zu erleichtern, organisieren wir wie jedes Jahr eine Orientierungsphase! Diese umfasst die traditionellen mit Ersti-Hütten und Ersti-Woche. Dort lernt ihr eure zukünftigen Kommilitonen und Konstanz kennen. Wenn ihr nichts verpassen wollt, dann folgt uns auf Instagram (fachschaft.wiwi)!</p>
<p>Falls ihr Lust habt euch ebenfalls zu engagieren, neue Erfahrungen zu sammeln und mit höheren Semestern in Kontakt zu kommen, dann seid ihr herzlich in der Fachschaft und zu unseren Fachschaftssitzungen während des Semesters willkommen!</p>
",fachschaft.wiwi@uni-konstanz.de,https://www.wiwi.uni-konstanz.de/fachschaft/,https://www.instagram.com/fachschaft.wiwi/,,,,https://discord.gg/TkVAUaqdk9,,,,,,,
Senat,Senat,"Der Senat ist mit den grundsätzlichen Angelegenheiten von Forschung, Lehre, Studium und Weiterbildung betraut, häufig in Kooperation mit anderen Organen der Hochschule wie Sektionsräten, Rektorat oder Universitätsrat. Ihm gehören neben den Mitgliedern des Rektorats auch neun HochschullehrerInnen, drei akademische MitarbeiterInnen, vier Studierende und drei nichtwissenschaftliche MitarbeiterInnen an. Der Senat bestätigt zum Beispiel die Wahl des Rektors bzw. der Rektorin und des Kanzlers bzw. der Kanzlerin. Außerdem gibt der Senat Stellungnahmen zu Struktur- und Entwicklungsplänen ab.","<p>Der Senat ist mit den grundsätzlichen Angelegenheiten von Forschung, Lehre, Studium und Weiterbildung betraut, häufig in Kooperation mit anderen Organen der Hochschule wie Sektionsräten, Rektorat oder Universitätsrat. Ihm gehören neben den Mitgliedern des Rektorats auch neun HochschullehrerInnen, drei akademische MitarbeiterInnen, vier Studierende und drei nichtwissenschaftliche MitarbeiterInnen an. Der Senat bestätigt zum Beispiel die Wahl des Rektors bzw. der Rektorin und des Kanzlers bzw. der Kanzlerin. Außerdem gibt der Senat Stellungnahmen zu Struktur- und Entwicklungsplänen ab.</p>
",,https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/senat/,,,,,,,,,,,,
